entity_id,state,last_changed
sensor.wasserbett_wassertemperatur_rechts,28.1875,2026-04-25T22:00:00.000Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:04:37.822Z
sensor.wasserbett_wassertemperatur_rechts,28.1875,2026-04-25T22:05:04.901Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:06:04.806Z
sensor.wasserbett_wassertemperatur_rechts,28.1875,2026-04-25T22:12:04.797Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:12:37.548Z
sensor.wasserbett_wassertemperatur_rechts,unavailable,2026-04-25T22:14:58.296Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:15:21.344Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T22:33:34.839Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:34:04.840Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T22:36:34.843Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:38:34.848Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T22:39:04.851Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:40:04.853Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T22:41:04.855Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:42:34.854Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T22:43:04.859Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:45:34.865Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T22:46:04.867Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-25T22:49:34.876Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T22:50:04.877Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:06:34.920Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T23:07:04.922Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:07:34.921Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T23:08:04.922Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:13:34.932Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T23:14:34.939Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:15:34.938Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T23:16:34.939Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:17:04.944Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T23:17:34.943Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:18:34.954Z
sensor.wasserbett_wassertemperatur_rechts,unavailable,2026-04-25T23:23:12.210Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:23:12.415Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-25T23:30:34.982Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:31:04.988Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-25T23:48:35.026Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:49:05.029Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-25T23:52:05.038Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:52:35.046Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-25T23:53:05.042Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:53:35.040Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-25T23:55:35.077Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:56:05.055Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-25T23:56:35.060Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-25T23:58:35.060Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-25T23:59:35.063Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T00:01:05.062Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T00:02:35.068Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T00:03:05.069Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T00:03:35.072Z
sensor.wasserbett_wassertemperatur_rechts,27.875,2026-04-26T00:19:05.095Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T00:19:35.102Z
sensor.wasserbett_wassertemperatur_rechts,27.875,2026-04-26T00:21:35.110Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T00:22:05.104Z
sensor.wasserbett_wassertemperatur_rechts,unavailable,2026-04-26T00:53:19.830Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T00:53:20.011Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:00:35.189Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T01:01:05.189Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:05:05.210Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T01:05:35.210Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:06:35.220Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T01:08:05.207Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:08:35.211Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T01:10:35.256Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:11:05.213Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T01:11:35.214Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:12:35.217Z
sensor.wasserbett_wassertemperatur_rechts,27.9375,2026-04-26T01:15:35.218Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:16:05.221Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:25:35.241Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:26:05.251Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:27:35.245Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:28:05.247Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:32:35.260Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:33:05.262Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:34:35.267Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:35:05.268Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:36:35.273Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:37:05.273Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:38:35.274Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:39:35.276Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:42:05.282Z
sensor.wasserbett_wassertemperatur_rechts,28.0,2026-04-26T01:46:35.293Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:47:05.301Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-26T01:57:35.324Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T01:58:05.329Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-26T01:58:35.330Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T02:00:05.335Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-26T02:00:35.334Z
sensor.wasserbett_wassertemperatur_rechts,28.0625,2026-04-26T02:04:05.341Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-26T02:04:35.342Z
sensor.wasserbett_wassertemperatur_rechts,28.1875,2026-04-26T02:09:35.373Z
sensor.wasserbett_wassertemperatur_rechts,28.125,2026-04-26T02:10:35.411Z
sensor.wasserbett_wassertemperatur_rechts,28.1875,2026-04-26T02:11:05.362Z
sensor.wasserbett_wassertemperatur_rechts,28.25,2026-04-26T02:19:05.381Z
sensor.wasserbett_wassertemperatur_rechts,28.1875,2026-04-26T02:19:35.381Z
sensor.wasserbett_wassertemperatur_rechts,28.25,2026-04-26T02:20:05.382Z
sensor.wasserbett_wassertemperatur_rechts,28.1875,2026-04-26T02:20:35.384Z
sensor.wasserbett_wassertemperatur_rechts,28.25,2026-04-26T02:21:35.391Z
sensor.wasserbett_wassertemperatur_rechts,28.3125,2026-04-26T02:30:35.415Z
sensor.wasserbett_wassertemperatur_rechts,28.25,2026-04-26T02:31:05.415Z
sensor.wasserbett_wassertemperatur_rechts,28.3125,2026-04-26T02:31:35.415Z
sensor.wasserbett_wassertemperatur_rechts,28.375,2026-04-26T02:37:35.418Z
sensor.wasserbett_wassertemperatur_rechts,28.3125,2026-04-26T02:38:35.540Z
sensor.wasserbett_wassertemperatur_rechts,28.375,2026-04-26T02:39:35.452Z
sensor.wasserbett_wassertemperatur_rechts,28.3125,2026-04-26T02:40:35.424Z
sensor.wasserbett_wassertemperatur_rechts,28.375,2026-04-26T02:41:05.464Z
sensor.wasserbett_wassertemperatur_rechts,28.4375,2026-04-26T02:46:35.455Z
sensor.wasserbett_wassertemperatur_rechts,28.375,2026-04-26T02:47:35.458Z
sensor.wasserbett_wassertemperatur_rechts,28.4375,2026-04-26T02:48:05.449Z
sensor.wasserbett_wassertemperatur_rechts,28.5,2026-04-26T02:55:05.493Z
